pitc_reduction_year,pitc_reduction_percentage,future_variability,future_value,elimination_year,mean_incidence_2100,lower_ci,upper_ci,art_int_rate,art_ret_rate
2025,5,art_deterioration,0.05,2066,3.824115e-4,3.82120325e-4,3.8270267499999997e-4,0.35835681789103724,0.6416431821089628
2025,5,art_deterioration,0.055,2067,4.143575e-4,4.1199817499999996e-4,4.1671682500000004e-4,0.37579178083779036,0.6242082191622096
2025,5,art_deterioration,0.06,2069,4.48324e-4,4.4297644999999997e-4,4.5367155e-4,0.393986493239428,0.606013506760572
2025,5,art_deterioration,0.065,2070,4.84402e-4,4.757114e-4,4.930926000000001e-4,0.412970242359259,0.5870297576407411
2025,5,art_deterioration,0.07,2072,5.22602e-4,5.102054500000001e-4,5.3499855e-4,0.4327732986037046,0.5672267013962954
2025,5,art_deterioration,0.075,2074,5.629610000000001e-4,5.4648515e-4,5.7943685e-4,0.4534269436762364,0.5465730563237636
2025,5,art_deterioration,0.08,2077,6.05543e-4,5.846031000000001e-4,6.264828999999999e-4,0.4749634994000134,0.5250365005999866
2025,5,art_deterioration,0.085,2079,6.503990000000001e-4,6.246017500000001e-4,6.7619625e-4,0.49741635722183525,0.5025836427781647
2025,5,art_deterioration,0.09,2082,6.97462e-4,6.6641885e-4,7.2850515e-4,0.5208200084102662,0.4791799915897338
2025,5,art_deterioration,0.095,2084,7.468325e-4,7.10143975e-4,7.835210249999999e-4,0.545210074960902,0.454789925039098
2025,5,art_deterioration,0.1,2087,7.98418e-4,7.5569555e-4,8.4114045e-4,0.5706233412220005,0.42937665877799946
2025,5,art_deterioration,0.105,2091,8.522930000000001e-4,8.0314285e-4,9.0144315e-4,0.5970977862538093,0.40290221374619073
2025,5,art_deterioration,0.11,2094,9.083745e-4,8.52414275e-4,9.643347250000001e-4,0.6246726169351839,0.37532738306481606
2025,5,art_deterioration,0.115,2098,9.66635e-4,9.034932500000001e-4,0.0010297767499999999,0.6533883018311998,0.3466116981688002
2025,5,art_deterioration,0.12,NA,0.001027041,9.5635245e-4,0.00109772955,0.6832866058357266,0.31671339416427335
2025,5,art_deterioration,0.125,NA,0.001089565,0.00101097625,0.00116815375,0.71441062560305,0.28558937439695
2025,5,art_deterioration,0.13,NA,0.00115414,0.0010673195,0.0012409604999999999,0.7468048257828883,0.2531951742171117
2025,5,art_deterioration,0.135,NA,0.001220625,0.00112525925,0.00131599075,0.7805150760732846,0.21948492392671537
2025,5,art_deterioration,0.14,NA,0.0012890150000000001,0.00118480475,0.00139322525,0.8155886891060855,0.1844113108939145
2025,10,art_improvement,0,2056,1.864605e-4,1.73582775e-4,1.99338225e-4,0.22,0.78
2025,10,art_improvement,0.005,2055,1.7082350000000002e-4,1.57608525e-4,1.8403847500000003e-4,0.2092442287024698,0.7907557712975302
2025,10,art_improvement,0.01,2055,1.563865e-4,1.42972975e-4,1.6980002500000002e-4,0.19896405650193696,0.8010359434980631
2025,10,art_improvement,0.015,2054,1.431305e-4,1.29640975e-4,1.56620025e-4,0.18914069729701147,0.8108593027029886
2025,10,art_improvement,0.02,2053,1.30959e-4,1.1749845e-4,1.4441955e-4,0.17975601751526027,0.8202439824847397
2025,10,art_improvement,0.025,2052,1.19801e-4,1.064592e-4,1.3314280000000002e-4,0.1707925165884163,0.8292074834115837
2025,10,art_improvement,0.03,2052,1.095865e-4,9.6438975e-5,1.22734025e-4,0.16223330791688417,0.8377666920831158
2025,10,art_improvement,0.035,2051,1.002485e-4,8.735747500000001e-5,1.13139525e-4,0.15406210031368517,0.8459378996863148
2025,10,art_improvement,0.04,2050,9.16992e-5,7.911569e-5,1.0428271e-4,0.14626317991813018,0.8537368200818698
2025,10,art_improvement,0.045,2050,8.391915e-5,7.16821525e-5,9.61561475e-5,0.13882139256966078,0.8611786074303392
2025,10,art_improvement,0.05,2049,7.682500000000001e-5,6.4964345e-5,8.868565500000001e-5,0.13172212663244331,0.8682778733675567
2025,10,art_improvement,0.055,2048,7.035945e-5,5.88968925e-5,8.18220075e-5,0.12495129626144652,0.8750487037385535
2025,10,art_improvement,0.06,2048,6.448555e-5,5.34344375e-5,7.55366625e-5,0.11849532510087786,0.8815046748991221
2025,10,art_improvement,0.065,2047,5.91317e-5,4.850063e-5,6.976277e-5,0.11234113040599426,0.8876588695940058
2025,10,art_improvement,0.07,2046,5.42839e-5,4.4073585e-5,6.449421499999999e-5,0.10647610757944442,0.8935238924205555
2025,10,art_improvement,0.075,2046,4.98761e-5,4.0084545e-5,5.9667655e-5,0.10088811511344216,0.8991118848865578
2025,10,art_improvement,0.08,2045,4.586495e-5,3.64871675e-5,5.52427325e-5,0.09556545992919911,0.9044345400708009
2025,10,art_improvement,0.085,2045,4.223935e-5,3.32644625e-5,5.12142375e-5,0.09049688310519478,0.9095031168948052
2025,10,art_improvement,0.09,2044,3.894475e-5,3.03619275e-5,4.75275725e-5,0.08567154598598367,0.9143284540140163
2025,10,art_improvement,0.095,2044,3.594515e-5,2.77424225e-5,4.4147877500000006e-5,0.08107901666338142,0.9189209833366185
2025,10,art_improvement,0.1,2043,3.32341e-5,2.5395365e-5,4.1072835e-5,0.07670925682200003,0.923290743178
2025,10,art_improvement,0.105,2043,3.077835e-5,2.32874575e-5,3.82692425e-5,0.07255260894123362,0.9274473910587664
2025,10,art_improvement,0.11,2043,2.85365e-5,2.137939e-5,3.569361e-5,0.06859978384592562,0.9314002161540744
2025,10,art_improvement,0.115,2042,2.650535e-5,1.9664922499999997e-5,3.3345777500000004e-5,0.06484184859807526,0.9351581514019247
2025,10,art_improvement,0.12,2042,2.46703e-5,1.812859999999999e-5,3.1212e-5,0.06127021472206848,0.9387297852779315
2025,10,art_improvement,0.125,2041,2.29961e-5,1.673807e-5,2.925413e-5,0.05787662675604224,0.9421233732439578
2025,10,art_improvement,0.13,2041,2.147175e-5,1.54819525e-5,2.7461547500000005e-5,0.05465315112211585,0.9453468488778841
2025,10,art_improvement,0.135,2041,2.009685e-5,1.43575675e-5,2.58361325e-5,0.05159216530834383,0.9484078346916561
2025,10,art_improvement,0.14,2040,1.883255e-5,1.33314325e-5,2.4333667500000005e-5,0.04868634735536675,0.9513136526446333
2025,10,art_deterioration,0,2056,1.864605e-4,1.73582775e-4,1.99338225e-4,0.22,0.78
2025,10,art_deterioration,0.005,2057,2.03423e-4,1.910407e-4,2.158053e-4,0.2312508290489737,0.7687491709510264
2025,10,art_deterioration,0.01,2058,2.217825e-4,2.1007137499999998e-4,2.33493625e-4,0.243016867590465,0.756983132409535
2025,10,art_deterioration,0.015,2059,2.415775e-4,2.30731825e-4,2.52423175e-4,0.2553189815055328,0.7446810184944672
2025,10,art_deterioration,0.02,2060,2.62969e-4,2.532068e-4,2.727312e-4,0.26817877239884663,0.7318212276011533
2025,10,art_deterioration,0.025,2061,2.85959e-4,2.7751255e-4,2.9440545e-4,0.28161859972319847,0.7183814002768015
2025,10,art_deterioration,0.03,2062,3.106395e-4,3.03761975e-4,3.17517025e-4,0.2956616034557069,0.7043383965442931
2025,10,art_deterioration,0.035,2063,3.3713600000000003e-4,3.321029e-4,3.421691e-4,0.3103317273366466,0.6896682726633534
2025,10,art_deterioration,0.04,2065,3.65469e-4,3.6257054999999996e-4,3.6836745e-4,0.3256537426820358,0.6743462573179642
2025,10,art_deterioration,0.045,2066,3.95719e-4,3.952649e-4,3.9617309999999997e-4,0.34165327278123714,0.6583467272187629
2025,10,art_deterioration,0.05,2067,4.27925e-4,4.2561270000000004e-4,4.302373e-4,0.35835681789103724,0.6416431821089628
2025,10,art_deterioration,0.055,2069,4.6223e-4,4.568055e-4,4.676545e-4,0.37579178083779036,0.6242082191622096
2025,10,art_deterioration,0.06,2071,4.986255e-4,4.89735875e-4,5.07515125e-4,0.393986493239428,0.606013506760572
2025,10,art_deterioration,0.065,2073,5.372005e-4,5.244757250000001e-4,5.499252749999999e-4,0.412970242359259,0.5870297576407411
2025,10,art_deterioration,0.07,2075,5.779645e-4,5.61028375e-4,5.949006250000001e-4,0.4327732986037046,0.5672267013962954
2025,10,art_deterioration,0.075,2077,6.2095e-4,5.994192e-4,6.424808e-4,0.4534269436762364,0.5465730563237636
2025,10,art_deterioration,0.08,2079,6.662205000000001e-4,6.39699825e-4,6.92741175e-4,0.4749634994000134,0.5250365005999866
2025,10,art_deterioration,0.085,2082,7.13828e-4,6.819165499999999e-4,7.457394500000001e-4,0.49741635722183525,0.5025836427781647
2025,10,art_deterioration,0.09,2085,7.636940000000001e-4,7.25998e-4,8.0139e-4,0.5208200084102662,0.4791799915897338
2025,10,art_deterioration,0.095,2088,8.159215e-4,7.720376750000001e-4,8.59805325e-4,0.545210074960902,0.454789925039098
2025,10,art_deterioration,0.1,2092,8.70409e-4,8.199469000000001e-4,9.208711e-4,0.5706233412220005,0.42937665877799946
2025,10,art_deterioration,0.105,2095,9.272285e-4,8.69793875e-4,9.84663125e-4,0.5970977862538093,0.40290221374619073
2025,10,art_deterioration,0.11,2099,9.862925e-4,9.215048749999999e-4,0.001051080125,0.6246726169351839,0.37532738306481606
2025,10,art_deterioration,0.115,NA,0.0010475605,9.75056975e-4,0.001120064025,0.6533883018311998,0.3466116981688002
2025,10,art_deterioration,0.12,NA,0.001111,0.001030421,0.0011915790000000001,0.6832866058357266,0.31671339416427335
2025,10,art_deterioration,0.125,NA,0.001176575,0.00108757425,0.00126557575,0.71441062560305,0.28558937439695
2025,10,art_deterioration,0.13,NA,0.001244215,0.0011464647499999999,0.0013419652500000002,0.7468048257828883,0.2531951742171117
2025,10,art_deterioration,0.135,NA,0.00131376,0.0012069704999999999,0.0014205495,0.7805150760732846,0.21948492392671537
2025,10,art_deterioration,0.14,NA,0.00138521,0.0012690915,0.0015013285,0.8155886891060855,0.1844113108939145
2025,15,art_improvement,0,2057,2.16265e-4,2.0310465e-4,2.2942535e-4,0.22,0.78
2025,15,art_improvement,0.005,2056,1.989885e-4,1.85223475e-4,2.12753525e-4,0.2092442287024698,0.7907557712975302
2025,15,art_improvement,0.01,2056,1.829795e-4,1.68772725e-4,1.97186275e-4,0.19896405650193696,0.8010359434980631
2025,15,art_improvement,0.015,2055,1.68227e-4,1.537243e-4,1.827297e-4,0.18914069729701147,0.8108593027029886
2025,15,art_improvement,0.02,2054,1.546295e-4,1.39959125e-4,1.69299875e-4,0.17975601751526027,0.8202439824847397
2025,15,art_improvement,0.025,2053,1.421155e-4,1.2739002500000002e-4,1.5684097499999998e-4,0.1707925165884163,0.8292074834115837
2025,15,art_improvement,0.03,2052,1.306135e-4,1.15929825e-4,1.45297175e-4,0.16223330791688417,0.8377666920831158
2025,15,art_improvement,0.035,2052,1.20056e-4,1.0549725e-4,1.3461475e-4,0.15406210031368517,0.8459378996863148
2025,15,art_improvement,0.04,2051,1.1034935e-4,9.59856825e-5,1.247130175e-4,0.14626317991813018,0.8537368200818698
2025,15,art_improvement,0.045,2050,1.014793e-4,8.736828500000001e-5,1.15590315e-4,0.13882139256966078,0.8611786074303392
2025,15,art_improvement,0.05,2050,9.33571e-5,7.9545145e-5,1.07169055e-4,0.13172212663244331,0.8682778733675567
2025,15,art_improvement,0.055,2049,8.592205e-5,7.24472975e-5,9.93968025e-5,0.12495129626144652,0.8750487037385535
2025,15,art_improvement,0.06,2048,7.913855e-5,6.60282175e-5,9.22488825e-5,0.11849532510087786,0.8815046748991221
2025,15,art_improvement,0.065,2048,7.292865e-5,6.02043975e-5,8.565290250000001e-5,0.11234113040599426,0.8876588695940058
2025,15,art_improvement,0.07,2047,6.728125e-5,5.49554275e-5,7.960707250000001e-5,0.10647610757944442,0.8935238924205555
2025,15,art_improvement,0.075,2047,6.21241e-5,5.020502e-5,7.404318000000001e-5,0.10088811511344216,0.8991118848865578
2025,15,art_improvement,0.08,2046,5.741075e-5,4.59024025e-5,6.89190975e-5,0.09556545992919911,0.9044345400708009
2025,15,art_improvement,0.085,2045,5.313205e-5,4.20314425e-5,6.42326575e-5,0.09049688310519478,0.9095031168948052
2025,15,art_improvement,0.09,2045,4.92274e-5,3.8530305e-5,5.9924495e-5,0.08567154598598367,0.9143284540140163
2025,15,art_improvement,0.095,2044,4.565735e-5,3.535759249999999e-5,5.595710750000001e-5,0.08107901666338142,0.9189209833366185
2025,15,art_improvement,0.1,2044,4.241715e-5,3.25032825e-5,5.23310175e-5,0.07670925682200003,0.923290743178
2025,15,art_improvement,0.105,2044,3.947005e-5,2.9929722499999997e-5,4.90103775e-5,0.07255260894123362,0.9274473910587664
2025,15,art_improvement,0.11,2043,3.676854999999999e-5,2.7590932499999996e-5,4.5946167500000005e-5,0.06859978384592562,0.9314002161540744
2025,15,art_improvement,0.115,2043,3.4311200000000004e-5,2.5481615e-5,4.3140785e-5,0.06484184859807526,0.9351581514019247
2025,15,art_improvement,0.12,2042,3.20823e-5,2.358436e-5,4.058024e-5,0.06127021472206848,0.9387297852779315
2025,15,art_improvement,0.125,2042,3.004095e-5,2.18610225e-5,3.82208775e-5,0.05787662675604224,0.9421233732439578
2025,15,art_improvement,0.13,2042,2.81752e-5,2.0298655e-5,3.6051745e-5,0.05465315112211585,0.9453468488778841
2025,15,art_improvement,0.135,2041,2.648625e-5,1.88955125e-5,3.40769875e-5,0.05159216530834383,0.9484078346916561
2025,15,art_improvement,0.14,2041,2.49275e-5,1.7610695e-5,3.2244305000000006e-5,0.04868634735536675,0.9513136526446333
2025,15,art_deterioration,0,2057,2.16265e-4,2.0310465000000002e-4,2.2942535e-4,0.22,0.78
2025,15,art_deterioration,0.005,2058,2.34942e-4,2.225673e-4,2.473167e-4,0.2312508290489737,0.7687491709510264
2025,15,art_deterioration,0.01,2059,2.550905e-4,2.4370237499999998e-4,2.66478625e-4,0.243016867590465,0.756983132409535
2025,15,art_deterioration,0.015,2060,2.76746e-4,2.6656105e-4,2.8693095e-4,0.2553189815055328,0.7446810184944672
2025,15,art_deterioration,0.02,2061,3.00077e-4,2.9133699999999997e-4,3.08817e-4,0.26817877239884663,0.7318212276011533
2025,15,art_deterioration,0.025,2062,3.25078e-4,3.1803755e-4,3.3211845e-4,0.28161859972319847,0.7183814002768015
2025,15,art_deterioration,0.03,2063,3.518445e-4,3.4677767499999995e-4,3.56911325e-4,0.2956616034557069,0.7043383965442931
2025,15,art_deterioration,0.035,2065,3.805055e-4,3.77709175e-4,3.83301825e-4,0.3103317273366466,0.6896682726633534
2025,15,art_deterioration,0.04,2066,4.110755e-4,4.10859375e-4,4.1129162500000004e-4,0.3256537426820358,0.6743462573179642
2025,15,art_deterioration,0.045,2068,4.4363750000000004e-4,4.40946625e-4,4.4632837500000003e-4,0.34165327278123714,0.6583467272187629
2025,15,art_deterioration,0.05,2069,4.78229e-4,4.7229149999999996e-4,4.841665e-4,0.35835681789103724,0.6416431821089628
2025,15,art_deterioration,0.055,2071,5.149955e-4,5.05450375e-4,5.24540625e-4,0.37579178083779036,0.6242082191622096
2025,15,art_deterioration,0.06,2073,5.539235e-4,5.40402625e-4,5.67444375e-4,0.393986493239428,0.606013506760572
2025,15,art_deterioration,0.065,2075,5.951039999999999e-4,5.77225e-4,6.12983e-4,0.412970242359259,0.5870297576407411
2025,15,art_deterioration,0.07,2077,6.38542e-4,6.1591775e-4,6.6116625e-4,0.4327732986037046,0.5672267013962954
2025,15,art_deterioration,0.075,2080,6.842675000000001e-4,6.56505175e-4,7.12029825e-4,0.4534269436762364,0.5465730563237636
2025,15,art_deterioration,0.08,2083,7.323424999999999e-4,6.99039775e-4,7.65645225e-4,0.4749634994000134,0.5250365005999866
