year,indicator,mean,upper_CI,lower_CI
1989,NewHIVclients,28592.8568,35294.454999999994,20972.6
1989,NewHIVinFSW,5913.66902,7187.66,4539.369000000001
1989,NewHIVinMSM,1670.426256,2834.4594999999986,918.55915
1989,NewHIVU15,4632.98179,6005.916749999998,3717.38925
1990,HIVinc0to14,5.74061602e-4,7.156626999999997e-4,4.8249070000000005e-4
1990,HIVinc15to24,0.00608386956,0.0072123084999999995,0.00516216
1990,HIVinc15to24F,0.00862328225,0.0105168225,0.00732709
1990,HIVinc15to24M,0.00347483927,0.004261179,0.00289204
1990,HIVinc15to49,0.00628562424,0.007375590749999999,0.00536924
1990,HIVinc15to49F,0.00631496078,0.00742328325,0.00548525625
1990,HIVinc15to49M,0.00625527643,0.007450411,0.00519662
1990,HIVinc25to49,0.00641683501,0.00750763,0.005221669250000001
1990,HIVinc25to49F,0.0048234831,0.00557023,0.00402634
1990,HIVinc25to49M,0.00807539433,0.00957913,0.00644851
1990,HIVinc50,6.41380004e-4,7.61388e-4,5.210172e-4
1990,HIVinc50F,2.71115596e-4,3.13103275e-4,2.2674325e-4
1990,HIVinc50M,0.001101667813,0.0013262747499999997,8.709715e-4
1990,HIVincClients,0.01335178266,0.015891114999999997,0.0100419
1990,HIVincFSW,0.1343145489,0.16480099999999998,0.1020067
1990,HIVincMSM,0.01711494243,0.028673344999999982,0.00959495
1990,NewHIV15to24,42135.7077,49864.8575,35792.1
1990,NewHIV15to24F,30265.4482,36818.8025,25759.8
1990,NewHIV15to24M,11870.25821,14546.902499999998,9884.26
1990,NewHIV15to49,110477.4452,129360.72499999999,94511.6
1990,NewHIV15to49F,56466.0898,66257.9075,49127.682499999995
1990,NewHIV15to49M,54011.3415,64146.909999999996,44948.9
1990,NewHIV25to49,68341.7276,79693.6,55744.4725
1990,NewHIV25to49F,26200.6425,30193.395,21905.6
1990,NewHIV25to49M,42141.082800000004,49836.7,33744.1
1990,NewHIV50,2898.7792,3440.07,2355.58875
1990,NewHIV50F,679.072994,784.15845,568.014975
1990,NewHIV50M,2219.70583,2670.43325,1756.024
1990,NewHIVclients,37433.0605,44245.88999999999,28360.48
1990,NewHIVinFSW,6994.76718,8199.72725,5562.05
1990,NewHIVinMSM,3163.15449,5253.0899999999965,1787.72
1990,NewHIVU15,7959.51313,9921.105749999999,6690.788
1991,HIVinc0to14,8.97115664e-4,0.00107846975,7.735195749999999e-4
1991,HIVinc15to24,0.00913453045,0.010613239999999998,0.00794859
1991,HIVinc15to24F,0.012754368299999999,0.015022932499999999,0.011183217499999999
1991,HIVinc15to24M,0.0053890842,0.006440927,0.004580509000000001
1991,HIVinc15to49,0.00863932073,0.00978689275,0.0076666797500000005
1991,HIVinc15to49F,0.00894490015,0.0102278,0.00792715075
1991,HIVinc15to49M,0.0083187883600000009,0.009630692500000001,0.00724454
1991,HIVinc25to49,0.00831865512,0.00932833,0.007097923250000001
1991,HIVinc25to49F,0.0065052556,0.007227444999999999,0.005639808750000001
1991,HIVinc25to49M,0.01023844892,0.0116533375,0.008516329500000001
1991,HIVinc50,8.09206951e-4,9.300594249999999e-4,6.925941500000001e-4
1991,HIVinc50F,3.75883065e-4,4.258364e-4,3.176558e-4
1991,HIVinc50M,0.001353535428,0.0015652334999999998,0.00113502225
1991,HIVincClients,0.0158303682,0.0183978325,0.012432467500000002
1991,HIVincFSW,0.150764601,0.18066334999999997,0.117849975
1991,HIVincMSM,0.0296160031,0.047491374999999995,0.0169511
1991,NewHIV15to24,64663.931599999996,74975.89,56350.3
1991,NewHIV15to24F,45914.6127,53837.8275,40383.95999999999
1991,NewHIV15to24M,18749.3142,22374.3575,15953.0975
1991,NewHIV15to49,155594.84,175763.65,138382
1991,NewHIV15to49F,82481.3501,93975.8025,73224.895
1991,NewHIV15to49M,73113.4916,84373.57999999999,63844.2
1991,NewHIV25to49,90930.91,101473,77866.1275
1991,NewHIV25to49F,36566.734599999996,40521.337499999994,31782.0925
1991,NewHIV25to49M,54364.1768,61621.585,45414.3975
1991,NewHIV50,3754.59669,4313.166499999999,3214.9007500000002
1991,NewHIV50F,971.029635,1099.89275,820.73005
1991,NewHIV50M,2783.56678,3215.8142499999994,2336.54525
1991,NewHIVclients,44601.1663,51328.494999999995,35442.4875
1991,NewHIVinFSW,7645.4822,8684.1885,6359.958500000001
1991,NewHIVinMSM,5516.92894,8699.658749999999,3194.57
1991,NewHIVU15,12579.70959,15117.5625,10849.0175
1992,HIVinc0to14,0.00131678791,0.0015485272500000001,0.00115401
1992,HIVinc15to24,0.0128105225,0.01450483,0.0113147
1992,HIVinc15to24F,0.0177637302,0.02016067,0.015818795
1992,HIVinc15to24M,0.00772043299,0.008873991749999999,0.006648099249999999
1992,HIVinc15to49,0.0112271634,0.0123705,0.0101079
1992,HIVinc15to49F,0.0119637906,0.013279464999999999,0.010897895
1992,HIVinc15to49M,0.01045443306,0.011651469999999999,0.00926967
1992,HIVinc25to49,0.0102035924,0.011096922499999998,0.009072268750000001
1992,HIVinc25to49F,0.00827618068,0.00896488475,0.00743028775
1992,HIVinc25to49M,0.01225323941,0.013501905,0.0106359975
1992,HIVinc50,9.78630387e-4,0.0010923687499999999,8.482181499999999e-4
1992,HIVinc50F,4.99438035e-4,5.56050225e-4,4.32225125e-4
1992,HIVinc50M,0.00158672709,0.00178405825,0.00136662775
1992,HIVincClients,0.0176478643,0.019953147499999997,0.0144080425
1992,HIVincFSW,0.165452859,0.19439,0.13300597500000003
1992,HIVincMSM,0.0445615284,0.065704515,0.0261832
1992,NewHIV15to24,93342.9527,105370.95000000001,82631.37749999999
1992,NewHIV15to24F,65599.6571,74110.525,58624.1
1992,NewHIV15to24M,27743.2974,31832.644999999997,23925.297499999997
1992,NewHIV15to49,208338.683,228649.49999999997,188050
1992,NewHIV15to49F,113667.9741,125603.24999999999,103827.075
1992,NewHIV15to49M,94670.7226,105024.92499999999,84221.545
1992,NewHIV25to49,114995.7878,124525.525,102743.3
1992,NewHIV25to49F,48068.335,51838.41,43309.2875
1992,NewHIV25to49M,66927.4232,73535.4,58483.835
1992,NewHIV50,4654.195,5192.301749999999,4036.14725
1992,NewHIV50F,1328.41624,1478.4505,1150.04625
1992,NewHIV50M,3325.77853,3735.6414999999997,2865.00625
1992,NewHIVclients,50418.127,56454.9,41833.8325
1992,NewHIVinFSW,8077.89865,9084.496749999998,6920.3275
1992,NewHIVinMSM,8438.25866,12067.4025,5111.75
1992,NewHIVU15,18641.2957,21913.4975,16340.5
1993,HIVinc0to14,0.00181593779,0.0020612954999999996,0.00162783
1993,HIVinc15to24,0.0167929375,0.0186158,0.015035945000000002
1993,HIVinc15to24F,0.0232330744,0.026005762499999998,0.0209837875
1993,HIVinc15to24M,0.01023254617,0.0115975,0.0089565545
1993,HIVinc15to49,0.0138847057,0.0149351,0.0126739025
1993,HIVinc15to49F,0.0151552817,0.016452349999999998,0.013986595000000001
1993,HIVinc15to49M,0.0125526359,0.013640502499999999,0.01136367
1993,HIVinc25to49,0.0120132161,0.0127886,0.0109949275
1993,HIVinc25to49F,0.01007615753,0.010732815,0.0093628285
1993,HIVinc25to49M,0.0140826694,0.0151843825,0.012700495000000001
1993,HIVinc50,0.001153051082,0.0012663045,0.00101988575
1993,HIVinc50F,6.42747082e-4,7.087861749999999e-4,5.66937625e-4
1993,HIVinc50M,0.00180645428,0.001998298,0.0015556997499999998
1993,HIVincClients,0.0189361553,0.0210474475,0.016127627500000002
1993,HIVincFSW,0.174068704,0.20488652499999999,0.14113005
1993,HIVincMSM,0.0582849993,0.07746484000000001,0.0390566
1993,NewHIV15to24,125270.457,138597,112543.05
1993,NewHIV15to24F,87458.5536,97143.45249999998,79367.95250000001
1993,NewHIV15to24M,37811.898,42798.402500000004,33165.88
1993,NewHIV15to49,264510.825,284051.05,242542.02500000002
1993,NewHIV15to49F,147779.122,159641.775,137075.94999999998
1993,NewHIV15to49M,116731.727,126667,105973.175
1993,NewHIV25to49,139240.357,147561.95,128381.90000000001
1993,NewHIV25to49F,60320.5713,64017.545,56284.689999999995
1993,NewHIV25to49M,78919.8124,84531.52249999999,71688.77500000001
1993,NewHIV50,5609.59671,6155.25325,4967.6835
1993,NewHIV50F,1755.73785,1935.6352500000003,1549.299
1993,NewHIV50M,3853.85869,4256.63675,3325.59975
1993,NewHIVclients,54577.2156,60030.755000000005,47758.634999999995
1993,NewHIVinFSW,8286.8217,9284.16,7181.97975
1993,NewHIVinMSM,11091.1564,14063.2,7778.02
1993,NewHIVU15,25921.3347,29405.084999999995,23243.4
1994,HIVinc0to14,0.00237196378,0.0026754,0.00215202725
1994,HIVinc15to24,0.0206110152,0.022735825,0.018693217499999998
1994,HIVinc15to24F,0.0285691653,0.0314153,0.0260966
1994,HIVinc15to24M,0.0125922526,0.014011059999999999,0.0111685925
1994,HIVinc15to49,0.0163726057,0.017599107500000002,0.0152801
1994,HIVinc15to49F,0.0182383455,0.019504474999999997,0.017053495000000002
1994,HIVinc15to49M,0.0144195637,0.015556255,0.013225095000000001
1994,HIVinc25to49,0.0136641767,0.014346544999999999,0.0128958
1994,HIVinc25to49F,0.0118361927,0.0124765,0.0112218
1994,HIVinc25to49M,0.0156256311,0.016593615000000003,0.014468692499999998
1994,HIVinc50,0.00133138365,0.001444033,0.00118707
1994,HIVinc50F,8.05245874e-4,8.860746e-4,7.209222e-4
1994,HIVinc50M,0.0020103614,0.0021818307499999997,0.001784738
1994,HIVincClients,0.0197068802,0.0216799,0.0173874625
1994,HIVincFSW,0.17884265,0.21179135,0.1461789
1994,HIVincMSM,0.0678371926,0.0821915,0.051528
1994,NewHIV15to24,156629.659,171900.15,142647.35
1994,NewHIV15to24F,108966.3867,119250,100209
1994,NewHIV15to24M,47663.2699,52862.322499999995,42398.817500000005
1994,NewHIV15to49,319100.815,342263.325,299262.92500000005
1994,NewHIV15to49F,181806.992,193609.19999999998,170735.94999999998
1994,NewHIV15to49M,137293.841,147484.34999999998,126565
1994,NewHIV25to49,162471.163,169794.42500000002,154043
1994,NewHIV25to49F,72840.5896,76673.9,69009.8
1994,NewHIV25to49M,89630.585,94782.42749999999,83530.5
1994,NewHIV50,6619.32726,7173.2432499999995,5910.28
1994,NewHIV50F,2255.61286,2481.87475,2020.15775
1994,NewHIV50M,4363.71426,4727.059749999999,3883.8555
1994,NewHIVclients,56984.9651,62500.815,51138.1925
1994,NewHIVinFSW,8286.77914,9373.481749999999,7256.50075
1994,NewHIVinMSM,12847.12071,14631.3475,10351.2
1994,NewHIVU15,34061.4468,38399,30917.11
1995,HIVinc0to14,0.00295370554,0.00328165525,0.0027113035
1995,HIVinc15to24,0.0238223611,0.0259627,0.021885075
1995,HIVinc15to24F,0.0331735409,0.036310520000000006,0.030762264999999997
1995,HIVinc15to24M,0.0145221178,0.015937604999999997,0.013048597500000002
1995,HIVinc15to49,0.0184671329,0.0196067625,0.01746068
1995,HIVinc15to49F,0.0209338018,0.0222455,0.01985609
1995,HIVinc15to49M,0.0158921418,0.0170390925,0.014781270000000001
1995,HIVinc25to49,0.0150737462,0.0157385,0.0144321
1995,HIVinc25to49F,0.0134740442,0.01418651,0.012837587499999999
1995,HIVinc25to49M,0.0167964922,0.0176890275,0.0157856
1995,HIVinc50,0.00151135322,0.00163150075,0.00136673975
1995,HIVinc50F,9.86060572e-4,0.0010888922499999998,8.881451500000001e-4
1995,HIVinc50M,0.00219387619,0.0023614427499999997,0.0019901792499999998
1995,HIVincClients,0.0199164819,0.021818104999999997,0.0178053975
1995,HIVincFSW,0.17966358600000001,0.213050375,0.146959725
1995,HIVincMSM,0.072758939,0.0826623,0.0605654975
1995,NewHIV15to24,183719.222,198879,169809.9
1995,NewHIV15to24F,127570.636,137699.05000000002,119323.45
1995,NewHIV15to24M,56148.5832,61473.5675,50642.5575
1995,NewHIV15to49,367144.898,388604,349054.95
1995,NewHIV15to49F,212576.763,224734.525,202728
1995,NewHIV15to49M,154568.146,165304,144421
1995,NewHIV25to49,183425.698,191116.025,176379.675
1995,NewHIV25to49F,85006.1232,89303.4025,81387.0375
1995,NewHIV25to49M,98419.5756,103369.85,93426.0075
1995,NewHIV50,7680.32378,8277.3745,6957.3135
1995,NewHIV50F,2831.60105,3126.2807500000004,2551.72475
1995,NewHIV50M,4848.72256,5212.99975,4407.43825
1995,NewHIVclients,57456.8254,62239.195,52436.7325
1995,NewHIVinFSW,8077.06268,9195.0725,7110.6357499999995
1995,NewHIVinMSM,13638.1883,14493.2625,12072.085
1995,NewHIVU15,42514.9251,47174.05499999999,39049.107500000006
1996,HIVinc0to14,0.00353905358,0.0038827155,0.0032745455
1996,HIVinc15to24,0.0261821762,0.02829214,0.024395145
1996,HIVinc15to24F,0.0366850087,0.0397203575,0.034508014999999996
1996,HIVinc15to24M,0.0158883621,0.0173077,0.014446182499999998
1996,HIVinc15to49,0.0200380576,0.0210996,0.019075857499999998
1996,HIVinc15to49F,0.0230680193,0.0243069025,0.0221526
1996,HIVinc15to49M,0.0168878417,0.01798505,0.0158927075
1996,HIVinc25to49,0.0161781048,0.0168391,0.015558484999999999
1996,HIVinc25to49F,0.0149094999,0.0156409,0.0142521475
1996,HIVinc25to49M,0.0175476193,0.0183987,0.0167341825
1996,HIVinc50,0.00168938012,0.001825139,0.00154164875
1996,HIVinc50F,0.00118270905,0.0013080835,0.0010720885
1996,HIVinc50M,0.0023515973,0.00252278625,0.00215394925
1996,HIVincClients,0.0195130304,0.021274007500000004,0.0176696
1996,HIVincFSW,0.176300193,0.210745075,0.14355537499999999
1996,HIVincMSM,0.0742986494,0.08135988749999999,0.0649863975
1996,NewHIV15to24,204417.99,220101.30000000002,191856.625
1996,NewHIV15to24F,141772.682,152515,134340.975
1996,NewHIV15to24M,62645.282,67970.50749999999,57153.435
1996,NewHIV15to49,405438.908,425159.025,388264
1996,NewHIV15to49F,237928.169,250173.275,228991.95
1996,NewHIV15to49M,167510.713,176647.44999999998,158617.375
1996,NewHIV25to49,201020.902,208590.05,193638.25
1996,NewHIV25to49F,96155.4868,100545.1,91950.5
1996,NewHIV25to49M,104865.4039,109654.02500000001,100857
1996,NewHIV50,8782.74908,9492.62875,8018.94975
1996,NewHIV50F,3483.42593,3850.97675,3159.7755
1996,NewHIV50M,5299.32338,5676.5795,4864.576
1996,NewHIVclients,55877.2782,60041.1325,51807.682499999995
1996,NewHIVinFSW,7664.45889,8756.843,6745.77
1996,NewHIVinMSM,13772.6976,14295.225,12868.6775
1996,NewHIVU15,50774.9625,55613.39000000001,47015.9825
1997,HIVinc0to14,0.00400685756,0.004350985,0.003737152
1997,HIVinc15to24,0.0275992427,0.029837409999999998,0.0260152
1997,HIVinc15to24F,0.0389571453,0.0420349,0.036933575
1997,HIVinc15to24M,0.01667114,0.01795076,0.0153039275
1997,HIVinc15to49,0.0210325097,0.0219901125,0.0202529725
1997,HIVinc15to49F,0.0245561325,0.025765645,0.023603182500000004
1997,HIVinc15to49M,0.0173844076,0.01830587,0.016485475000000003
1997,HIVinc25to49,0.0169168174,0.017529,0.0162928
1997,HIVinc25to49F,0.0160477298,0.0167448475,0.015266265000000001
1997,HIVinc25to49M,0.0178596272,0.018621525,0.01719718
1997,HIVinc50,0.00186022264,0.002029494,0.0016898079999999999
1997,HIVinc50F,0.00139014852,0.0015409245000000001,0.00125426025
1997,HIVinc50M,0.00247748192,0.0026547424999999996,0.00230041
1997,HIVincClients,0.0184822945,0.01998081,0.0167824
1997,HIVincFSW,0.168475982,0.2037532,0.137068475
1997,HIVincMSM,0.07415854870000001,0.0800173,0.0665466975
1997,NewHIV15to24,217051.016,233384.075,206163
1997,NewHIV15to24F,150235.565,160079,143581.32499999998
1997,NewHIV15to24M,66815.451,71701.69499999999,61644.39750000001
1997,NewHIV15to49,429284.34,449684.45,416025.85
1997,NewHIV15to49F,254966.892,266018.05,245641.07499999998
1997,NewHIV15to49M,174317.449,183126.05000000002,166559.975
1997,NewHIV25to49,212233.315,219053,204316.82499999998
1997,NewHIV25to49F,104731.3116,108802.275,99807.985
1997,NewHIV25to49M,107502.0023,111617.49999999999,103748.95000000001
1997,NewHIV50,9888.86353,10762.872500000001,8989.69775
1997,NewHIV50F,4195.12688,4645.2919999999995,3786.291
1997,NewHIV50M,5693.736,6089.664,5302.004500000001
1997,NewHIVclients,51829.9893,55264.530000000006,48526.1
1997,NewHIVinFSW,7004.91939,8014.673000000001,6111.127
1997,NewHIVinMSM,13502.107,13946.1,12890.2925
1997,NewHIVU15,57809.8586,62647.64,53978.1025
1998,HIVinc0to14,0.0044437806,0.00478298,0.004162486
1998,HIVinc15to24,0.0282064498,0.0303978,0.0268458525
1998,HIVinc15to24F,0.0401246543,0.0429984,0.038178855000000005
1998,HIVinc15to24M,0.0169437873,0.01813737,0.0157049
1998,HIVinc15to49,0.0215218537,0.0225394225,0.020876672500000002
1998,HIVinc15to49F,0.0254676189,0.0265559,0.0245388075
1998,HIVinc15to49M,0.0174591069,0.018324075,0.0167421
1998,HIVinc25to49,0.0173203173,0.017853695,0.01667722
1998,HIVinc25to49F,0.016873189,0.017588109999999997,0.0159824925
1998,HIVinc25to49M,0.0178069019,0.0184885,0.0172146625
1998,HIVinc50,0.00202100198,0.0022058107499999995,0.001844039
1998,HIVinc50F,0.00159957552,0.0017760999999999999,0.00143439675
1998,HIVinc50M,0.00257679171,0.0027687997499999998,0.00240577
1998,HIVincClients,0.0169425892,0.018134049999999995,0.0155643325
1998,HIVincFSW,0.157425935,0.192350025,0.12816712500000002
1998,HIVincMSM,0.0730287358,0.0785713775,0.066168895
1998,NewHIV15to24,224135.511,239071.6,214649.80000000002
