"indicator","intervention_year","scenario","parameter_set","test_reduction","cumulative"
"NonFSWCondomUsage","2025","intervention",2,2,313.216365919726
"NonFSWCondomUsage","2025","intervention",2,2.5,291.058509212635
"NonFSWCondomUsage","2025","intervention",2,3,268.900933152195
"PctProtSexActsSW","2025","baseline",1,0,1113.97139163126
"PctProtSexActsSW","2025","baseline",1,0.5,1113.97139163126
"PctProtSexActsSW","2025","baseline",1,1,1113.97139163126
"PctProtSexActsSW","2025","baseline",1,1.5,1113.97139163126
"PctProtSexActsSW","2025","baseline",1,2,1113.97139163126
"PctProtSexActsSW","2025","baseline",1,2.5,1113.97139163126
"PctProtSexActsSW","2025","baseline",1,3,1113.97139163126
"PctProtSexActsSW","2025","baseline",2,0,1153.4618167351
"PctProtSexActsSW","2025","baseline",2,0.5,1153.4618167351
"PctProtSexActsSW","2025","baseline",2,1,1153.4618167351
"PctProtSexActsSW","2025","baseline",2,1.5,1153.4618167351
"PctProtSexActsSW","2025","baseline",2,2,1153.4618167351
"PctProtSexActsSW","2025","baseline",2,2.5,1153.4618167351
"PctProtSexActsSW","2025","baseline",2,3,1153.4618167351
"PctProtSexActsSW","2025","intervention",1,0,1113.97139163126
"PctProtSexActsSW","2025","intervention",1,0.5,1113.86660347144
"PctProtSexActsSW","2025","intervention",1,1,1113.75586328929
"PctProtSexActsSW","2025","intervention",1,1.5,1113.64111287056
"PctProtSexActsSW","2025","intervention",1,2,1113.52195543569
"PctProtSexActsSW","2025","intervention",1,2.5,1113.39742301372
"PctProtSexActsSW","2025","intervention",1,3,1113.26765168113
"PctProtSexActsSW","2025","intervention",2,0,1153.4618167351
"PctProtSexActsSW","2025","intervention",2,0.5,1153.34940357391
"PctProtSexActsSW","2025","intervention",2,1,1153.2337288789
"PctProtSexActsSW","2025","intervention",2,1.5,1153.11110978623
"PctProtSexActsSW","2025","intervention",2,2,1152.98288975838
"PctProtSexActsSW","2025","intervention",2,2.5,1152.8506164747
"PctProtSexActsSW","2025","intervention",2,3,1152.71181583489
"PctSexActsSW","2025","baseline",1,0,455.192672436569
"PctSexActsSW","2025","baseline",1,0.5,455.192672436569
"PctSexActsSW","2025","baseline",1,1,455.192672436569
"PctSexActsSW","2025","baseline",1,1.5,455.192672436569
"PctSexActsSW","2025","baseline",1,2,455.192672436569
"PctSexActsSW","2025","baseline",1,2.5,455.192672436569
"PctSexActsSW","2025","baseline",1,3,455.192672436569
"PctSexActsSW","2025","baseline",2,0,471.844525208834
"PctSexActsSW","2025","baseline",2,0.5,471.844525208834
"PctSexActsSW","2025","baseline",2,1,471.844525208834
"PctSexActsSW","2025","baseline",2,1.5,471.844525208834
"PctSexActsSW","2025","baseline",2,2,471.844525208834
"PctSexActsSW","2025","baseline",2,2.5,471.844525208834
"PctSexActsSW","2025","baseline",2,3,471.844525208834
"PctSexActsSW","2025","intervention",1,0,455.192672436569
"PctSexActsSW","2025","intervention",1,0.5,455.119676977846
"PctSexActsSW","2025","intervention",1,1,455.043640471163
"PctSexActsSW","2025","intervention",1,1.5,454.963985498318
"PctSexActsSW","2025","intervention",1,2,454.881185630728
"PctSexActsSW","2025","intervention",1,2.5,454.795351001624
"PctSexActsSW","2025","intervention",1,3,454.705690498484
"PctSexActsSW","2025","intervention",2,0,471.844525208834
"PctSexActsSW","2025","intervention",2,0.5,471.764068050427
"PctSexActsSW","2025","intervention",2,1,471.680373579494
"PctSexActsSW","2025","intervention",2,1.5,471.592734586214
"PctSexActsSW","2025","intervention",2,2,471.501583486518
"PctSexActsSW","2025","intervention",2,2.5,471.406371307594
"PctSexActsSW","2025","intervention",2,3,471.306901102143
"SWsexActs","2025","baseline",1,0,2973259000
"SWsexActs","2025","baseline",1,0.5,2973259000
"SWsexActs","2025","baseline",1,1,2973259000
"SWsexActs","2025","baseline",1,1.5,2973259000
"SWsexActs","2025","baseline",1,2,2973259000
"SWsexActs","2025","baseline",1,2.5,2973259000
"SWsexActs","2025","baseline",1,3,2973259000
"SWsexActs","2025","baseline",2,0,2975714000
"SWsexActs","2025","baseline",2,0.5,2975714000
"SWsexActs","2025","baseline",2,1,2975714000
"SWsexActs","2025","baseline",2,1.5,2975714000
"SWsexActs","2025","baseline",2,2,2975714000
"SWsexActs","2025","baseline",2,2.5,2975714000
"SWsexActs","2025","baseline",2,3,2975714000
"SWsexActs","2025","intervention",1,0,2973259000
"SWsexActs","2025","intervention",1,0.5,2972573000
"SWsexActs","2025","intervention",1,1,2971859000
"SWsexActs","2025","intervention",1,1.5,2971113000
"SWsexActs","2025","intervention",1,2,2970338000
"SWsexActs","2025","intervention",1,2.5,2969534000
"SWsexActs","2025","intervention",1,3,2968696000
"SWsexActs","2025","intervention",2,0,2975714000
"SWsexActs","2025","intervention",2,0.5,2974984000
"SWsexActs","2025","intervention",2,1,2974225000
"SWsexActs","2025","intervention",2,1.5,2973432000
"SWsexActs","2025","intervention",2,2,2972607000
"SWsexActs","2025","intervention",2,2.5,2971746000
"SWsexActs","2025","intervention",2,3,2970848000
"SWsexActsProt","2025","baseline",1,0,2414722100
"SWsexActsProt","2025","baseline",1,0.5,2414722100
"SWsexActsProt","2025","baseline",1,1,2414722100
"SWsexActsProt","2025","baseline",1,1.5,2414722100
"SWsexActsProt","2025","baseline",1,2,2414722100
"SWsexActsProt","2025","baseline",1,2.5,2414722100
"SWsexActsProt","2025","baseline",1,3,2414722100
"SWsexActsProt","2025","baseline",2,0,2396822400
"SWsexActsProt","2025","baseline",2,0.5,2396822400
"SWsexActsProt","2025","baseline",2,1,2396822400
"SWsexActsProt","2025","baseline",2,1.5,2396822400
"SWsexActsProt","2025","baseline",2,2,2396822400
"SWsexActsProt","2025","baseline",2,2.5,2396822400
"SWsexActsProt","2025","baseline",2,3,2396822400
"SWsexActsProt","2025","intervention",1,0,2414722100
"SWsexActsProt","2025","intervention",1,0.5,2275026800
"SWsexActsProt","2025","intervention",1,1,2135403000
"SWsexActsProt","2025","intervention",1,1.5,1995856600
"SWsexActsProt","2025","intervention",1,2,1856396400
"SWsexActsProt","2025","intervention",1,2.5,1717027200
"SWsexActsProt","2025","intervention",1,3,1577755600
"SWsexActsProt","2025","intervention",2,0,2396822400
"SWsexActsProt","2025","intervention",2,0.5,2258146000
"SWsexActsProt","2025","intervention",2,1,2119551600
"SWsexActsProt","2025","intervention",2,1.5,1981034500
"SWsexActsProt","2025","intervention",2,2,1842608600
"SWsexActsProt","2025","intervention",2,2.5,1704278200
"SWsexActsProt","2025","intervention",2,3,1566051400
"TotalAIDSdeathsadult","2025","baseline",1,0,895922.8
"TotalAIDSdeathsadult","2025","baseline",1,0.5,895922.8
"TotalAIDSdeathsadult","2025","baseline",1,1,895922.8
"TotalAIDSdeathsadult","2025","baseline",1,1.5,895922.8
"TotalAIDSdeathsadult","2025","baseline",1,2,895922.8
"TotalAIDSdeathsadult","2025","baseline",1,2.5,895922.8
"TotalAIDSdeathsadult","2025","baseline",1,3,895922.8
"TotalAIDSdeathsadult","2025","baseline",2,0,892401.9
"TotalAIDSdeathsadult","2025","baseline",2,0.5,892401.9
"TotalAIDSdeathsadult","2025","baseline",2,1,892401.9
"TotalAIDSdeathsadult","2025","baseline",2,1.5,892401.9
"TotalAIDSdeathsadult","2025","baseline",2,2,892401.9
"TotalAIDSdeathsadult","2025","baseline",2,2.5,892401.9
"TotalAIDSdeathsadult","2025","baseline",2,3,892401.9
"TotalAIDSdeathsadult","2025","intervention",1,0,895922.8
"TotalAIDSdeathsadult","2025","intervention",1,0.5,899596.7
"TotalAIDSdeathsadult","2025","intervention",1,1,903408.1
"TotalAIDSdeathsadult","2025","intervention",1,1.5,907362.6
"TotalAIDSdeathsadult","2025","intervention",1,2,911465.9
"TotalAIDSdeathsadult","2025","intervention",1,2.5,915724
"TotalAIDSdeathsadult","2025","intervention",1,3,920142
"TotalAIDSdeathsadult","2025","intervention",2,0,892401.9
"TotalAIDSdeathsadult","2025","intervention",2,0.5,896020.4
"TotalAIDSdeathsadult","2025","intervention",2,1,899783.8
"TotalAIDSdeathsadult","2025","intervention",2,1.5,903698.3
"TotalAIDSdeathsadult","2025","intervention",2,2,907768.5
"TotalAIDSdeathsadult","2025","intervention",2,2.5,912002.4
"TotalAIDSdeathsadult","2025","intervention",2,3,916405.3
"TotalHIVtests","2025","baseline",1,0,479975100
"TotalHIVtests","2025","baseline",1,0.5,479975100
"TotalHIVtests","2025","baseline",1,1,479975100
"TotalHIVtests","2025","baseline",1,1.5,479975100
"TotalHIVtests","2025","baseline",1,2,479975100
"TotalHIVtests","2025","baseline",1,2.5,479975100
"TotalHIVtests","2025","baseline",1,3,479975100
"TotalHIVtests","2025","baseline",2,0,393209100
"TotalHIVtests","2025","baseline",2,0.5,393209100
"TotalHIVtests","2025","baseline",2,1,393209100
"TotalHIVtests","2025","baseline",2,1.5,393209100
"TotalHIVtests","2025","baseline",2,2,393209100
"TotalHIVtests","2025","baseline",2,2.5,393209100
"TotalHIVtests","2025","baseline",2,3,393209100
"TotalHIVtests","2025","intervention",1,0,479975100
"TotalHIVtests","2025","intervention",1,0.5,479584000
"TotalHIVtests","2025","intervention",1,1,479177000
"TotalHIVtests","2025","intervention",1,1.5,478752700
"TotalHIVtests","2025","intervention",1,2,478311100
"TotalHIVtests","2025","intervention",1,2.5,477849700
"TotalHIVtests","2025","intervention",1,3,477369400
"TotalHIVtests","2025","intervention",2,0,393209100
"TotalHIVtests","2025","intervention",2,0.5,392898900
"TotalHIVtests","2025","intervention",2,1,392576600
"TotalHIVtests","2025","intervention",2,1.5,392240400
"TotalHIVtests","2025","intervention",2,2,391890300
"TotalHIVtests","2025","intervention",2,2.5,391525500
"TotalHIVtests","2025","intervention",2,3,391144800
"TotProtSexActs","2025","baseline",1,0,4545522000
"TotProtSexActs","2025","baseline",1,0.5,4545522000
"TotProtSexActs","2025","baseline",1,1,4545522000
"TotProtSexActs","2025","baseline",1,1.5,4545522000
"TotProtSexActs","2025","baseline",1,2,4545522000
"TotProtSexActs","2025","baseline",1,2.5,4545522000
"TotProtSexActs","2025","baseline",1,3,4545522000
"TotProtSexActs","2025","baseline",2,0,4357247000
"TotProtSexActs","2025","baseline",2,0.5,4357247000
"TotProtSexActs","2025","baseline",2,1,4357247000
"TotProtSexActs","2025","baseline",2,1.5,4357247000
"TotProtSexActs","2025","baseline",2,2,4357247000
"TotProtSexActs","2025","baseline",2,2.5,4357247000
"TotProtSexActs","2025","baseline",2,3,4357247000
"TotProtSexActs","2025","intervention",1,0,4545522000
"TotProtSexActs","2025","intervention",1,0.5,4286090000
"TotProtSexActs","2025","intervention",1,1,4026738000
"TotProtSexActs","2025","intervention",1,1.5,3767464000
"TotProtSexActs","2025","intervention",1,2,3508281000
"TotProtSexActs","2025","intervention",1,2.5,3249195000
"TotProtSexActs","2025","intervention",1,3,2990212100
"TotProtSexActs","2025","intervention",2,0,4357247000
"TotProtSexActs","2025","intervention",2,0.5,4108650000
"TotProtSexActs","2025","intervention",2,1,3860137000
"TotProtSexActs","2025","intervention",2,1.5,3611707000
"TotProtSexActs","2025","intervention",2,2,3363374000
"TotProtSexActs","2025","intervention",2,2.5,3115136000
"TotProtSexActs","2025","intervention",2,3,2867008400
"TotSexActs","2025","baseline",1,0,13691226000
"TotSexActs","2025","baseline",1,0.5,13691226000
"TotSexActs","2025","baseline",1,1,13691226000
"TotSexActs","2025","baseline",1,1.5,13691226000
"TotSexActs","2025","baseline",1,2,13691226000
"TotSexActs","2025","baseline",1,2.5,13691226000
"TotSexActs","2025","baseline",1,3,13691226000
"TotSexActs","2025","baseline",2,0,13219101000
"TotSexActs","2025","baseline",2,0.5,13219101000
"TotSexActs","2025","baseline",2,1,13219101000
"TotSexActs","2025","baseline",2,1.5,13219101000
"TotSexActs","2025","baseline",2,2,13219101000
"TotSexActs","2025","baseline",2,2.5,13219101000
"TotSexActs","2025","baseline",2,3,13219101000
"TotSexActs","2025","intervention",1,0,13691226000
"TotSexActs","2025","intervention",1,0.5,13690377000
"TotSexActs","2025","intervention",1,1,13689496000
"TotSexActs","2025","intervention",1,1.5,13688582000
"TotSexActs","2025","intervention",1,2,13687634000
"TotSexActs","2025","intervention",1,2.5,13686650000
"TotSexActs","2025","intervention",1,3,13685630000
"TotSexActs","2025","intervention",2,0,13219101000
"TotSexActs","2025","intervention",2,0.5,13218227000
"TotSexActs","2025","intervention",2,1,13217320000
"TotSexActs","2025","intervention",2,1.5,13216379000
"TotSexActs","2025","intervention",2,2,13215400000
"TotSexActs","2025","intervention",2,2.5,13214380000
"TotSexActs","2025","intervention",2,3,13213322000
"CondomUsage","2030","baseline",1,0,708.373150558467
"CondomUsage","2030","baseline",1,0.5,708.373150558467
"CondomUsage","2030","baseline",1,1,708.373150558467
"CondomUsage","2030","baseline",1,1.5,708.373150558467
"CondomUsage","2030","baseline",1,2,708.373150558467
"CondomUsage","2030","baseline",1,2.5,708.373150558467
"CondomUsage","2030","baseline",1,3,708.373150558467
"CondomUsage","2030","baseline",2,0,704.147842734915
"CondomUsage","2030","baseline",2,0.5,704.147842734915
"CondomUsage","2030","baseline",2,1,704.147842734915
"CondomUsage","2030","baseline",2,1.5,704.147842734915
"CondomUsage","2030","baseline",2,2,704.147842734915
"CondomUsage","2030","baseline",2,2.5,704.147842734915
"CondomUsage","2030","baseline",2,3,704.147842734915
"CondomUsage","2030","intervention",1,0,708.373150558467
"CondomUsage","2030","intervention",1,0.5,651.179818444341
"CondomUsage","2030","intervention",1,1,593.998190265145
"CondomUsage","2030","intervention",1,1.5,536.828790866932
"CondomUsage","2030","intervention",1,2,479.674425759139
"CondomUsage","2030","intervention",1,2.5,422.536438704755
"CondomUsage","2030","intervention",1,3,365.416524112899
"CondomUsage","2030","intervention",2,0,704.147842734915
"CondomUsage","2030","intervention",2,0.5,647.250540873699
"CondomUsage","2030","intervention",2,1,590.366655831057
"CondomUsage","2030","intervention",2,1.5,533.496582215226
"CondomUsage","2030","intervention",2,2,476.643528560428
"CondomUsage","2030","intervention",2,2.5,419.807534365828
"CondomUsage","2030","intervention",2,3,362.992572630279
"FSWCondomUsage","2030","baseline",1,0,1705.50826166796
"FSWCondomUsage","2030","baseline",1,0.5,1705.50826166796
"FSWCondomUsage","2030","baseline",1,1,1705.50826166796
"FSWCondomUsage","2030","baseline",1,1.5,1705.50826166796
"FSWCondomUsage","2030","baseline",1,2,1705.50826166796
"FSWCondomUsage","2030","baseline",1,2.5,1705.50826166796
"FSWCondomUsage","2030","baseline",1,3,1705.50826166796
"FSWCondomUsage","2030","baseline",2,0,1691.46865243767
"FSWCondomUsage","2030","baseline",2,0.5,1691.46865243767
"FSWCondomUsage","2030","baseline",2,1,1691.46865243767
"FSWCondomUsage","2030","baseline",2,1.5,1691.46865243767
"FSWCondomUsage","2030","baseline",2,2,1691.46865243767
"FSWCondomUsage","2030","baseline",2,2.5,1691.46865243767
"FSWCondomUsage","2030","baseline",2,3,1691.46865243767
"FSWCondomUsage","2030","intervention",1,0,1705.50826166796
"FSWCondomUsage","2030","intervention",1,0.5,1569.06791185582
"FSWCondomUsage","2030","intervention",1,1,1432.62654236891
"FSWCondomUsage","2030","intervention",1,1.5,1296.1858983316
"FSWCondomUsage","2030","intervention",1,2,1159.74530516247
"FSWCondomUsage","2030","intervention",1,2.5,1023.30460343666
"FSWCondomUsage","2030","intervention",1,3,886.864023812393
"FSWCondomUsage","2030","intervention",2,0,1691.46865243767
"FSWCondomUsage","2030","intervention",2,0.5,1556.15091908083
"FSWCondomUsage","2030","intervention",2,1,1420.83477072111
"FSWCondomUsage","2030","intervention",2,1.5,1285.5163547909
"FSWCondomUsage","2030","intervention",2,2,1150.19856490628
"FSWCondomUsage","2030","intervention",2,2.5,1014.88060027343
"FSWCondomUsage","2030","intervention",2,3,879.563889821299
"NewAdultHIV","2030","baseline",1,0,2069759.5
"NewAdultHIV","2030","baseline",1,0.5,2069759.5
"NewAdultHIV","2030","baseline",1,1,2069759.5
"NewAdultHIV","2030","baseline",1,1.5,2069759.5
"NewAdultHIV","2030","baseline",1,2,2069759.5
"NewAdultHIV","2030","baseline",1,2.5,2069759.5
"NewAdultHIV","2030","baseline",1,3,2069759.5
"NewAdultHIV","2030","baseline",2,0,1974353.6
"NewAdultHIV","2030","baseline",2,0.5,1974353.6
"NewAdultHIV","2030","baseline",2,1,1974353.6
"NewAdultHIV","2030","baseline",2,1.5,1974353.6
"NewAdultHIV","2030","baseline",2,2,1974353.6
"NewAdultHIV","2030","baseline",2,2.5,1974353.6
"NewAdultHIV","2030","baseline",2,3,1974353.6
"NewAdultHIV","2030","intervention",1,0,2069759.5
"NewAdultHIV","2030","intervention",1,0.5,2189734.3
"NewAdultHIV","2030","intervention",1,1,2321560.1
"NewAdultHIV","2030","intervention",1,1.5,2466609.1
"NewAdultHIV","2030","intervention",1,2,2626342
"NewAdultHIV","2030","intervention",1,2.5,2802295
"NewAdultHIV","2030","intervention",1,3,2996012
"NewAdultHIV","2030","intervention",2,0,1974353.6
"NewAdultHIV","2030","intervention",2,0.5,2090387.7
"NewAdultHIV","2030","intervention",2,1,2218332.3
"NewAdultHIV","2030","intervention",2,1.5,2359588.3
"NewAdultHIV","2030","intervention",2,2,2515677
"NewAdultHIV","2030","intervention",2,2.5,2688191
"NewAdultHIV","2030","intervention",2,3,2878749
"NonFSWCondomUsage","2030","baseline",1,0,419.102061658783
"NonFSWCondomUsage","2030","baseline",1,0.5,419.102061658783
"NonFSWCondomUsage","2030","baseline",1,1,419.102061658783
"NonFSWCondomUsage","2030","baseline",1,1.5,419.102061658783
"NonFSWCondomUsage","2030","baseline",1,2,419.102061658783
"NonFSWCondomUsage","2030","baseline",1,2.5,419.102061658783
"NonFSWCondomUsage","2030","baseline",1,3,419.102061658783
"NonFSWCondomUsage","2030","baseline",2,0,403.358298177192
"NonFSWCondomUsage","2030","baseline",2,0.5,403.358298177192
"NonFSWCondomUsage","2030","baseline",2,1,403.358298177192
"NonFSWCondomUsage","2030","baseline",2,1.5,403.358298177192
"NonFSWCondomUsage","2030","baseline",2,2,403.358298177192
"NonFSWCondomUsage","2030","baseline",2,2.5,403.358298177192
"NonFSWCondomUsage","2030","baseline",2,3,403.358298177192
"NonFSWCondomUsage","2030","intervention",1,0,419.102061658783
"NonFSWCondomUsage","2030","intervention",1,0.5,385.535146654614
"NonFSWCondomUsage","2030","intervention",1,1,351.968095446078
"NonFSWCondomUsage","2030","intervention",1,1.5,318.399302610563
"NonFSWCondomUsage","2030","intervention",1,2,284.83019250297
"NonFSWCondomUsage","2030","intervention",1,2.5,251.260433173584
"NonFSWCondomUsage","2030","intervention",1,3,217.689816281719
"NonFSWCondomUsage","2030","intervention",2,0,403.358298177192
"NonFSWCondomUsage","2030","intervention",2,0.5,371.058077050412
"NonFSWCondomUsage","2030","intervention",2,1,338.757244696979
"NonFSWCondomUsage","2030","intervention",2,1.5,306.456078834776
"NonFSWCondomUsage","2030","intervention",2,2,274.154887202864
"NonFSWCondomUsage","2030","intervention",2,2.5,241.851570168736
"NonFSWCondomUsage","2030","intervention",2,3,209.548331857251
"PctProtSexActsSW","2030","baseline",1,0,1136.34798662513
"PctProtSexActsSW","2030","baseline",1,0.5,1136.34798662513
"PctProtSexActsSW","2030","baseline",1,1,1136.34798662513
"PctProtSexActsSW","2030","baseline",1,1.5,1136.34798662513
"PctProtSexActsSW","2030","baseline",1,2,1136.34798662513
"PctProtSexActsSW","2030","baseline",1,2.5,1136.34798662513
"PctProtSexActsSW","2030","baseline",1,3,1136.34798662513
"PctProtSexActsSW","2030","baseline",2,0,1177.25658522664
"PctProtSexActsSW","2030","baseline",2,0.5,1177.25658522664
"PctProtSexActsSW","2030","baseline",2,1,1177.25658522664
"PctProtSexActsSW","2030","baseline",2,1.5,1177.25658522664
"PctProtSexActsSW","2030","baseline",2,2,1177.25658522664
"PctProtSexActsSW","2030","baseline",2,2.5,1177.25658522664
"PctProtSexActsSW","2030","baseline",2,3,1177.25658522664
"PctProtSexActsSW","2030","intervention",1,0,1136.34798662513
"PctProtSexActsSW","2030","intervention",1,0.5,1136.1607763973
"PctProtSexActsSW","2030","intervention",1,1,1135.96078615957
"PctProtSexActsSW","2030","intervention",1,1.5,1135.7499762604
"PctProtSexActsSW","2030","intervention",1,2,1135.52607630194
"PctProtSexActsSW","2030","intervention",1,2.5,1135.2884892818
"PctProtSexActsSW","2030","intervention",1,3,1135.03701224227
"PctProtSexActsSW","2030","intervention",2,0,1177.25658522664
"PctProtSexActsSW","2030","intervention",2,0.5,1177.05760411359
"PctProtSexActsSW","2030","intervention",2,1,1176.84718301296
"PctProtSexActsSW","2030","intervention",2,1.5,1176.62113266878
"PctProtSexActsSW","2030","intervention",2,2,1176.38016387398
"PctProtSexActsSW","2030","intervention",2,2.5,1176.12676320797
"PctProtSexActsSW","2030","intervention",2,3,1175.85593707262
"PctSexActsSW","2030","baseline",1,0,472.246054379708
"PctSexActsSW","2030","baseline",1,0.5,472.246054379708
"PctSexActsSW","2030","baseline",1,1,472.246054379708
"PctSexActsSW","2030","baseline",1,1.5,472.246054379708
"PctSexActsSW","2030","baseline",1,2,472.246054379708
"PctSexActsSW","2030","baseline",1,2.5,472.246054379708
"PctSexActsSW","2030","baseline",1,3,472.246054379708
"PctSexActsSW","2030","baseline",2,0,490.397271614982
"PctSexActsSW","2030","baseline",2,0.5,490.397271614982
