"years","TotalHIVtests_baseline","TotalHIVtests_2025","TotalHIVtests_2030","TotalHIVtests_2035","TotalHIVtests_2040","TotalHIVtests_2045","TotalHIVtests_2050","TotalHIVtests_2055","TotalHIVtests_2060","TotalHIVtests_2065","TotalNewHIV_baseline","TotalNewHIV_2025","TotalNewHIV_2030","TotalNewHIV_2035","TotalNewHIV_2040","TotalNewHIV_2045","TotalNewHIV_2050","TotalNewHIV_2055","TotalNewHIV_2060","TotalNewHIV_2065","LYlostAIDS_baseline","LYlostAIDS_2025","LYlostAIDS_2030","LYlostAIDS_2035","LYlostAIDS_2040","LYlostAIDS_2045","LYlostAIDS_2050","LYlostAIDS_2055","LYlostAIDS_2060","LYlostAIDS_2065","AIDSdeathsAdultM_baseline","AIDSdeathsAdultM_2025","AIDSdeathsAdultM_2030","AIDSdeathsAdultM_2035","AIDSdeathsAdultM_2040","AIDSdeathsAdultM_2045","AIDSdeathsAdultM_2050","AIDSdeathsAdultM_2055","AIDSdeathsAdultM_2060","AIDSdeathsAdultM_2065","AIDSdeathsAdultF_baseline","AIDSdeathsAdultF_2025","AIDSdeathsAdultF_2030","AIDSdeathsAdultF_2035","AIDSdeathsAdultF_2040","AIDSdeathsAdultF_2045","AIDSdeathsAdultF_2050","AIDSdeathsAdultF_2055","AIDSdeathsAdultF_2060","AIDSdeathsAdultF_2065","DiagnosedHIV_M_baseline","DiagnosedHIV_M_2025","DiagnosedHIV_M_2030","DiagnosedHIV_M_2035","DiagnosedHIV_M_2040","DiagnosedHIV_M_2045","DiagnosedHIV_M_2050","DiagnosedHIV_M_2055","DiagnosedHIV_M_2060","DiagnosedHIV_M_2065","DiagnosedHIV_F_baseline","DiagnosedHIV_F_2025","DiagnosedHIV_F_2030","DiagnosedHIV_F_2035","DiagnosedHIV_F_2040","DiagnosedHIV_F_2045","DiagnosedHIV_F_2050","DiagnosedHIV_F_2055","DiagnosedHIV_F_2060","DiagnosedHIV_F_2065","Number1stHIVtestsPos_baseline","Number1stHIVtestsPos_2025","Number1stHIVtestsPos_2030","Number1stHIVtestsPos_2035","Number1stHIVtestsPos_2040","Number1stHIVtestsPos_2045","Number1stHIVtestsPos_2050","Number1stHIVtestsPos_2055","Number1stHIVtestsPos_2060","Number1stHIVtestsPos_2065","StartingARTtot_baseline","StartingARTtot_2025","StartingARTtot_2030","StartingARTtot_2035","StartingARTtot_2040","StartingARTtot_2045","StartingARTtot_2050","StartingARTtot_2055","StartingARTtot_2060","StartingARTtot_2065","Prop1stHIVtestsPos_baseline","Prop1stHIVtestsPos_2025","Prop1stHIVtestsPos_2030","Prop1stHIVtestsPos_2035","Prop1stHIVtestsPos_2040","Prop1stHIVtestsPos_2045","Prop1stHIVtestsPos_2050","Prop1stHIVtestsPos_2055","Prop1stHIVtestsPos_2060","Prop1stHIVtestsPos_2065","NewDiagnosesPregnancy_baseline","NewDiagnosesPregnancy_2025","NewDiagnosesPregnancy_2030","NewDiagnosesPregnancy_2035","NewDiagnosesPregnancy_2040","NewDiagnosesPregnancy_2045","NewDiagnosesPregnancy_2050","NewDiagnosesPregnancy_2055","NewDiagnosesPregnancy_2060","NewDiagnosesPregnancy_2065","TotalART15F_baseline","TotalART15F_2025","TotalART15F_2030","TotalART15F_2035","TotalART15F_2040","TotalART15F_2045","TotalART15F_2050","TotalART15F_2055","TotalART15F_2060","TotalART15F_2065","TotalART15M_baseline","TotalART15M_2025","TotalART15M_2030","TotalART15M_2035","TotalART15M_2040","TotalART15M_2045","TotalART15M_2050","TotalART15M_2055","TotalART15M_2060","TotalART15M_2065","RediagnosesPregnancy_baseline","RediagnosesPregnancy_2025","RediagnosesPregnancy_2030","RediagnosesPregnancy_2035","RediagnosesPregnancy_2040","RediagnosesPregnancy_2045","RediagnosesPregnancy_2050","RediagnosesPregnancy_2055","RediagnosesPregnancy_2060","RediagnosesPregnancy_2065","TotANCtests_baseline","TotANCtests_2025","TotANCtests_2030","TotANCtests_2035","TotANCtests_2040","TotANCtests_2045","TotANCtests_2050","TotANCtests_2055","TotANCtests_2060","TotANCtests_2065","TotalAIDSdeathsAdult_baseline","TotalAIDSdeathsAdult_2025","TotalAIDSdeathsAdult_2030","TotalAIDSdeathsAdult_2035","TotalAIDSdeathsAdult_2040","TotalAIDSdeathsAdult_2045","TotalAIDSdeathsAdult_2050","TotalAIDSdeathsAdult_2055","TotalAIDSdeathsAdult_2060","TotalAIDSdeathsAdult_2065","TotalARTAdult_baseline","TotalARTAdult_2025","TotalARTAdult_2030","TotalARTAdult_2035","TotalARTAdult_2040","TotalARTAdult_2045","TotalARTAdult_2050","TotalARTAdult_2055","TotalARTAdult_2060","TotalARTAdult_2065","TotalDiagnosedHIV_baseline","TotalDiagnosedHIV_2025","TotalDiagnosedHIV_2030","TotalDiagnosedHIV_2035","TotalDiagnosedHIV_2040","TotalDiagnosedHIV_2045","TotalDiagnosedHIV_2050","TotalDiagnosedHIV_2055","TotalDiagnosedHIV_2060","TotalDiagnosedHIV_2065","ANCTestPositivity_baseline","ANCTestPositivity_2025","ANCTestPositivity_2030","ANCTestPositivity_2035","ANCTestPositivity_2040","ANCTestPositivity_2045","ANCTestPositivity_2050","ANCTestPositivity_2055","ANCTestPositivity_2060","ANCTestPositivity_2065","ARTinitiationRatio_baseline","ARTinitiationRatio_2025","ARTinitiationRatio_2030","ARTinitiationRatio_2035","ARTinitiationRatio_2040","ARTinitiationRatio_2045","ARTinitiationRatio_2050","ARTinitiationRatio_2055","ARTinitiationRatio_2060","ARTinitiationRatio_2065","TotalARTRatio_baseline","TotalARTRatio_2025","TotalARTRatio_2030","TotalARTRatio_2035","TotalARTRatio_2040","TotalARTRatio_2045","TotalARTRatio_2050","TotalARTRatio_2055","TotalARTRatio_2060","TotalARTRatio_2065","TotalTestPositivity_baseline","TotalTestPositivity_2025","TotalTestPositivity_2030","TotalTestPositivity_2035","TotalTestPositivity_2040","TotalTestPositivity_2045","TotalTestPositivity_2050","TotalTestPositivity_2055","TotalTestPositivity_2060","TotalTestPositivity_2065"
2061,24444650,4900105,4938050,4985455,5035345,5081730,5116720,5131575,5117785,24444550,49926.4,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,605613,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,13297.95,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,16432.9,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,1473265,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,4194905,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,49543.45,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,49993.85,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,0.00209679,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,2267.235,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,3499605,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,1072520,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,5514.39,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,1960380,118663,1291010,20912,22365.1,1438060,4117610,46981.3,33703.7,0.002096805,29730.85,237326,2582020,41824,44730.2,2876120,8235220,93962.6,67407.4,0.00419361,4572125,237326,2582020,41824,44730.2,2876120,8235220,93962.6,67407.4,0.00419361,5668170,237326,2582020,41824,44730.2,2876120,8235220,93962.6,67407.4,0.00419361,0.115652832614085,100,100,100,100,100,100,100,100,100,1.00909101001242,1,1,1,1,1,1,1,1,1,0.806631593618399,1,1,1,1,1,1,1,1,1,0.202676045678707,2.42164198522277,26.1441257176416,0.419460209750163,0.444162217286005,28.2986305844663,80.4736237277006,0.915533729897741,0.658560295127677,8.57780159585675e-09
2062,24540900,4915705,4952250,4998805,5048710,5096120,5133745,5153345,5145775,24540800,48194.95,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,580920.5,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,12840.7,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,16013.05,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,1419185,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,4089130,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,47818.25,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,48207.3,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,0.002016575,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,2159.59,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,3411865,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,1033098,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,5224.585,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,1958505,117355,1267595,20546.75,22026.35,1390635,4018835,48487.45,32565,0.002016595,28853.75,234710,2535190,41093.5,44052.7,2781270,8037670,96974.9,65130,0.00403319,4444963,234710,2535190,41093.5,44052.7,2781270,8037670,96974.9,65130,0.00403319,5508315,234710,2535190,41093.5,44052.7,2781270,8037670,96974.9,65130,0.00403319,0.11026727018823,100,100,100,100,100,100,100,100,100,1.00813601501519,1,1,1,1,1,1,1,1,1,0.806955121484519,1,1,1,1,1,1,1,1,1,0.194851248324226,2.38734830507526,25.5963450956636,0.41103323694363,0.436276791497234,27.2881133097337,78.2827156393627,0.940892759945239,0.632849279263085,8.21731565393141e-09
2063,24630300,4929700,4964840,5010365,5060215,5108440,5148385,5172150,5170860,24630250,46516.65,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,556993.5,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,12386.05,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,15585.1,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,1365675,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,3981045,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,46145.7,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,46480.5,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,0.00193971,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,2058.575,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,3322135,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,994070,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,4957.405,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,1956455,116080,1244835,20183.8,21679.4,1344270,3918775,49529.1,32668.55,0.00193973,27971.15,232160,2489670,40367.6,43358.8,2688540,7837550,99058.2,65337.1,0.00387946,4316205,232160,2489670,40367.6,43358.8,2688540,7837550,99058.2,65337.1,0.00387946,5346720,232160,2489670,40367.6,43358.8,2688540,7837550,99058.2,65337.1,0.00387946,0.105219644714547,100,100,100,100,100,100,100,100,100,1.00725528055702,1,1,1,1,1,1,1,1,1,0.80726220935452,1,1,1,1,1,1,1,1,1,0.187353381810209,2.35470718299288,25.0730134304429,0.402840910791928,0.428428436341144,26.3146870668932,76.1165880174074,0.957611438183347,0.63178175390554,7.87539712345591e-09
2064,24712750,4942075,4975830,5020195,5069890,5118750,5160715,5188165,5192810,24712650,44889.95,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,533840,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,11935.6,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,15150.35,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,1312880,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,3870980,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,44524.25,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,44811.2,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,0.001866035,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,1963.465,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,3230685,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,955538.5,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,4709.875,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,1954175,114835.5,1222750,19824.7,21326.2,1299055,3817655,50219.95,33484.65,0.00186605,27085.95,229671,2445500,39649.4,42652.4,2598110,7635310,100439.9,66969.3,0.0037321,4186223.5,229671,2445500,39649.4,42652.4,2598110,7635310,100439.9,66969.3,0.0037321,5183860,229671,2445500,39649.4,42652.4,2598110,7635310,100439.9,66969.3,0.0037321,0.10047539242903,100,100,100,100,100,100,100,100,100,1.00644480255142,1,1,1,1,1,1,1,1,1,0.807549490148268,1,1,1,1,1,1,1,1,1,0.180167120211227,2.32362924480102,24.5737896994069,0.394899002927177,0.420644234884781,25.3783638583639,73.9753115605105,0.967971334759014,0.644827174497045,7.55099109160693e-09
2065,24788150,4952850,4985225,5028355,5077770,5127095,5170795,5201545,5211610,5200185,43313.7,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,511462.5,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,11490.55,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,14710.5,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,1260950,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,3759285,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,42952.35,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,43197.2,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,0.001795395,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,1873.54,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,3137810,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,917620,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,4479.05,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,1951550,113618.5,1201350,19471,20968.65,1255125,3715740,50652.8,34595.6,0.003475965,26201.05,227237,2402700,38942,41937.3,2510250,7431480,101305.6,69191.2,0.00695193,4055430,227237,2402700,38942,41937.3,2510250,7431480,101305.6,69191.2,0.00695193,5020235,227237,2402700,38942,41937.3,2510250,7431480,101305.6,69191.2,0.00695193,0.0960026645486921,100,100,100,100,100,100,100,100,100,1.00570050299925,1,1,1,1,1,1,1,1,1,0.80781676554982,1,1,1,1,1,1,1,1,1,0.173277755701817,2.29400244303785,24.098210211174,0.387224052398846,0.412949976072173,24.4802368592741,71.8601298252977,0.9738029758466,0.663817898883454,6.68431026973079e-08
2066,24856450,4962070,4993085,5034925,5083890,5133560,5178755,5212455,5227370,5216855,41787.2,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,489861,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,11052.4,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,14267.15,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,1210015,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,3646320,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,41428.85,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,41636.6,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,0.00172767,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,1788.24,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,3043815,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,880416,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,4262.54,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,1948495,112428.5,1180645,19123.9,20608.85,1212560,3613350,50899.85,35722.65,0.00408949,25319.55,224857,2361290,38247.8,41217.7,2425120,7226700,101799.7,71445.3,0.00817898,3924231,224857,2361290,38247.8,41217.7,2425120,7226700,101799.7,71445.3,0.00817898,4856335,224857,2361290,38247.8,41217.7,2425120,7226700,101799.7,71445.3,0.00817898,0.0917754472041242,100,100,100,100,100,100,100,100,100,1.00501462145341,1,1,1,1,1,1,1,1,1,0.808064311873048,1,1,1,1,1,1,1,1,1,0.166672433110923,2.2657580404952,23.6456018673826,0.37982492291345,0.405375608048168,23.6202557289678,69.7725611657628,0.976504353514802,0.683377109330313,7.83899495002257e-08
2067,24917850,4969830,4999500,5040025,5088330,5138260,5184735,5221090,5240315,5235215,40310.05,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,469031,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,10622.26,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,13822,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,1160205,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,3532470,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,39953.05,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,40127.8,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,0.001662715,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,1707.14,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,2949030,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,844023,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,4058.625,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,1944975,111264,1160620,18784.7,20248.55,1171460,3510815,51015.45,36719.85,0.00471471,24444.26,222528,2321240,37569.4,40497.1,2342920,7021630,102030.9,73439.7,0.00942942,3793053,222528,2321240,37569.4,40497.1,2342920,7021630,102030.9,73439.7,0.00942942,4692675,222528,2321240,37569.4,40497.1,2342920,7021630,102030.9,73439.7,0.00942942,0.0877718222599262,100,100,100,100,100,100,100,100,100,1.00437388384616,1,1,1,1,1,1,1,1,1,0.80829228531701,1,1,1,1,1,1,1,1,1,0.160339074197814,2.23878885193256,23.2147214721472,0.372710452825135,0.397940974740239,22.7987684546909,67.7144540656369,0.977103440086265,0.700718372845907,9.00576194100911e-08
2068,24972550,4976245,5004590,5043795,5091260,5141365,5188910,5227650,5250725,5251105,38881.7,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,448966,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,10201.345,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,13376.85,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,1111630,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,3418120,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,38524.25,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,38669.55,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,0.00160043,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,1629.91,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,2853780,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,808527.5,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,3865.895,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,1940960,110125,1141260,18454.55,19889.65,1131920,3408480,51039.6,37531.1,0.005254735,23578.195,220250,2282520,36909.1,39779.3,2263840,6816960,102079.2,75062.2,0.01050947,3662307.5,220250,2282520,36909.1,39779.3,2263840,6816960,102079.2,75062.2,0.01050947,4529750,220250,2282520,36909.1,39779.3,2263840,6816960,102079.2,75062.2,0.01050947,0.0839744250267909,100,100,100,100,100,100,100,100,100,1.00377165032415,1,1,1,1,1,1,1,1,1,0.808501021027651,1,1,1,1,1,1,1,1,1,0.15426638449017,2.21301402965489,22.804265684102,0.365886202750112,0.390662625754725,22.0159432368641,65.6877841396363,0.976339272904651,0.714779387608378,1.0006912830728e-07
2069,25020950,4981470,5008510,5046380,5092885,5143035,5191485,5232350,5258895,5264475,37501.8,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,429654.5,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,9790.715,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,12933.25,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,1064405,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,3303680,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,37141.85,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,37260.7,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,0.001540695,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,1556.245,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,2758405,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,774008,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,3683.115,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,1936425,109011,1122570,18134.35,19534.05,1094000,3306685,51001.1,38152.35,0.005691025,22723.965,218022,2245140,36268.7,39068.1,2188000,6613370,102002.2,76304.7,0.01138205,3532413,218022,2245140,36268.7,39068.1,2188000,6613370,102002.2,76304.7,0.01138205,4368085,218022,2245140,36268.7,39068.1,2188000,6613370,102002.2,76304.7,0.01138205,0.0803669132550964,100,100,100,100,100,100,100,100,100,1.00319989445868,1,1,1,1,1,1,1,1,1,0.808686873080538,1,1,1,1,1,1,1,1,1,0.148443004762009,2.18832995079766,22.4132526439999,0.359353635675474,0.383555686020792,21.2714865833112,63.6943957268489,0.974726461341462,0.725482254351912,1.08102422368802e-07
2070,25063250,4985650,5011415,5047950,5093410,5143465,5192650,5235405,5265095,5275465,36168.75,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,411086,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,9391.31,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,12492.8,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,1018608,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,3189515,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,35805.3,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,35900.15,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,0.00148341,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,1485.87,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,2663225,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,740531,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,3509.12,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,1931335,107920.5,1104515,17824.85,19183.3,1057757,3205780,50920.65,38605,0.006025425,21884.11,215841,2209030,35649.7,38366.6,2115514,6411560,101841.3,77210,0.01205085,3403756,215841,2209030,35649.7,38366.6,2115514,6411560,101841.3,77210,0.01205085,4208123,215841,2209030,35649.7,38366.6,2115514,6411560,101841.3,77210,0.01205085,0.0769348662971468,100,100,100,100,100,100,100,100,100,1.00264904916311,1,1,1,1,1,1,1,1,1,0.808853733600468,1,1,1,1,1,1,1,1,1,0.142859764795068,2.16462246647879,22.0399827194515,0.353110668687289,0.37662980203832,20.5650665456069,61.7368780872965,0.972621029318649,0.733225136488515,1.14215998021028e-07
